"YEAR";"HABITAT";"ESPECE";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2002;"Terrestre";"LANRIO";"Long";0;0;0;0,416666666666667;0,791666666666667
2003;"Terrestre";"LANRIO";"Long";0;0;0;0,125;0,2375
2004;"Terrestre";"LANRIO";"Long";0;0;0;0;0
2005;"Terrestre";"LANRIO";"Long";0;0;0;0,25;0,479166666666667
2006;"Terrestre";"LANRIO";"Long";0;0;0;0,138888888888889;0,513888888888889
2007;"Terrestre";"LANRIO";"Long";0;0;0;0;0
2008;"Terrestre";"LANRIO";"Long";0;0;0;0;0
2009;"Terrestre";"LANRIO";"Long";0;0;0;0,1;0,37
2010;"Terrestre";"LANRIO";"Long";0;0;0;0,138888888888889;0,513888888888889
2011;"Terrestre";"LANRIO";"Long";0;0;0;0;0,17
2012;"Terrestre";"LANRIO";"Long";0;0;0;0;0,1275
2013;"Terrestre";"LANRIO";"Long";0;0;0;0;0
2014;"Terrestre";"LANRIO";"Long";0;0;0;0;0,3
2015;"Terrestre";"LANRIO";"Long";0;0;0;0,178571428571429;0,478571428571429
2016;"Terrestre";"LANRIO";"Long";0;0;0;0;0,2125
2017;"Terrestre";"LANRIO";"Long";0;0;0;0;0
2018;"Terrestre";"LANRIO";"Long";0;0;0;0;0,333333333333333
2019;"Terrestre";"LANRIO";"Long";0;0;0;0,142857142857143;0,271428571428571
2008;"Terrestre";"LANSEN";"Long";0;0;0;0;0
2013;"Aquatique";"LOCLUS";"Long";0;0;0;0;0
2015;"Aquatique";"LOCLUS";"Long";0;0;0;0;0
2018;"Aquatique";"LOCLUS";"Long";0;0;0;0;0
1998;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2000;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2002;"STOC-rozo";"LOCLUS";"Long";0,00499999999999998;0,05;0,1;0,15;0,195
2004;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2007;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2008;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2009;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2010;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2011;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2012;"STOC-rozo";"LOCLUS";"Long";0;0;0;0,125;0,4625
2013;"STOC-rozo";"LOCLUS";"Long";0,01875;0,1875;0,458333333333333;0,75;0,975
2014;"STOC-rozo";"LOCLUS";"Long";0;0;0;0,125;0,2375
2015;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2016;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2017;"STOC-rozo";"LOCLUS";"Long";0;0;0;0,0833333333333333;0,308333333333333
2018;"STOC-rozo";"LOCLUS";"Long";0,2025;0,225;0,25;0,625;0,9625
2019;"STOC-rozo";"LOCLUS";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2008;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2010;"Aquatique";"LOCNAE";"Long";0,0125;0,125;0,25;0,375;0,4875
2011;"Aquatique";"LOCNAE";"Long";1;1;1;1;1
2012;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2014;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2015;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2016;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2017;"Aquatique";"LOCNAE";"Long";0;0;0;0,25;0,925
1996;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
1997;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2000;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2002;"STOC-rozo";"LOCNAE";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2004;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2005;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2006;"STOC-rozo";"LOCNAE";"Long";0;0;0;0,388888888888889;0,738888888888889
2007;"STOC-rozo";"LOCNAE";"Long";0,0125;0,125;0,25;0,375;0,4875
2008;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2009;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2010;"STOC-rozo";"LOCNAE";"Long";0;0;0;0,25;0,475
2011;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2013;"STOC-rozo";"LOCNAE";"Long";1;1;1;1;1
2014;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2016;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2017;"STOC-rozo";"LOCNAE";"Long";0,00499999999999998;0,05;0,1;0,15;0,195
2019;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
1993;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
1999;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2000;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2001;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2002;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2003;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2004;"Terrestre";"LOCNAE";"Long";0;0;0;0;0,45
2005;"Terrestre";"LOCNAE";"Long";0;0;0;0,125;0,4625
2006;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2007;"Terrestre";"LOCNAE";"Long";0,025;0,25;0,5;0,75;0,975
2008;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2009;"Terrestre";"LOCNAE";"Long";0;0;0;0;0,9
2010;"Terrestre";"LOCNAE";"Long";0;0;0;0,5;0,95
2011;"Terrestre";"LOCNAE";"Long";0;0;0;0;0,9
2012;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2013;"Terrestre";"LOCNAE";"Long";0;0;0;0,05;0,185
2014;"Terrestre";"LOCNAE";"Long";0;0;0,5;1;1
2015;"Terrestre";"LOCNAE";"Long";0;0;0;0,166666666666667;0,316666666666667
2016;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2017;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2018;"Terrestre";"LOCNAE";"Long";0;0;0;0,25;0,475
2019;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2003;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2008;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2009;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2010;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2012;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2013;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2014;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2015;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2016;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2017;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2019;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2003;"STOC-rozo";"LUSMEG";"Long";1;1;1;1;1
2005;"STOC-rozo";"LUSMEG";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143
2006;"STOC-rozo";"LUSMEG";"Long";0,0125;0,125;0,25;0,375;0,4875
2007;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2008;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2009;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2010;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
1990;"Terrestre";"LUSMEG";"Long";0;0,0113636363636364;0,173913043478261;0,291666666666667;0,9
1991;"Terrestre";"LUSMEG";"Long";0;0;0,0625;0,168202764976959;0,875
1992;"Terrestre";"LUSMEG";"Long";0;0;0,0526315789473684;0,125;0,857142857142858
1993;"Terrestre";"LUSMEG";"Long";0;0;0;0,177083333333333;0,470833333333333
1994;"Terrestre";"LUSMEG";"Long";0;0;0;0,0416666666666667;0,444444444444444
1995;"Terrestre";"LUSMEG";"Long";0;0;0,0555555555555556;0,130952380952381;0,18452380952381
1996;"Terrestre";"LUSMEG";"Long";0;0;0,0357142857142857;0,282563025210084;0,481617647058824
1997;"Terrestre";"LUSMEG";"Long";0;0;0;0,0740740740740741;0,157407407407407
1998;"Terrestre";"LUSMEG";"Long";0,00925925925925927;0,0925925925925926;0,185185185185185;0,217592592592593;0,246759259259259
1999;"Terrestre";"LUSMEG";"Long";0;0;0;0;0
2000;"Terrestre";"LUSMEG";"Long";0;0;0;0,3125;0,927083333333333
2001;"Terrestre";"LUSMEG";"Long";0;0,05;0,142857142857143;0,278571428571429;0,903571428571428
2002;"Terrestre";"LUSMEG";"Long";0;0;0;0,270833333333333;0,847222222222222
2003;"Terrestre";"LUSMEG";"Long";0;0;0;0,125;0,605128205128205
2004;"Terrestre";"LUSMEG";"Long";0;0;0;0,260504201680672;0,816666666666666
2005;"Terrestre";"LUSMEG";"Long";0;0;0;0,333333333333333;0,77
2006;"Terrestre";"LUSMEG";"Long";0;0;0;0,225;0,6675
2007;"Terrestre";"LUSMEG";"Long";0;0;0;0,225;1
2008;"Terrestre";"LUSMEG";"Long";0;0;0;0,255681818181818;1
2009;"Terrestre";"LUSMEG";"Long";0;0;0,0645161290322581;0,3125;1
2010;"Terrestre";"LUSMEG";"Long";0;0;0;0,221428571428571;1
2011;"Terrestre";"LUSMEG";"Long";0;0;0,133928571428571;0,275974025974026;0,708333333333333
2012;"Terrestre";"LUSMEG";"Long";0;0;0;0,163875598086124;1
2013;"Terrestre";"LUSMEG";"Long";0;0;0;0,0909090909090909;0,428571428571431
2014;"Terrestre";"LUSMEG";"Long";0;0;0;0,333333333333333;1
2015;"Terrestre";"LUSMEG";"Long";0;0;0;0,333333333333333;0,571428571428571
2016;"Terrestre";"LUSMEG";"Long";0;0;0;0,25;0,65
2017;"Terrestre";"LUSMEG";"Long";0;0;0;0,259803921568627;1
2018;"Terrestre";"LUSMEG";"Long";0;0;0,166666666666667;0,333333333333333;0,760000000000001
2019;"Terrestre";"LUSMEG";"Long";0;0;0;0,294258373205742;1
2001;"Aquatique";"LUSSVE";"Long";0;0;0;0;0
2007;"Aquatique";"LUSSVE";"Long";0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222
2008;"Aquatique";"LUSSVE";"Long";0;0;0;0;0
2010;"Aquatique";"LUSSVE";"Long";0;0;0;0;0
2011;"Aquatique";"LUSSVE";"Long";0,130555555555556;0,305555555555556;0,5;0,5;0,5
2012;"Aquatique";"LUSSVE";"Long";0,2;0,2;0,2;0,2;0,2
2013;"Aquatique";"LUSSVE";"Long";0;0;0;0;0
2014;"Aquatique";"LUSSVE";"Long";0,0166666666666667;0,166666666666667;0,333333333333333;0,366666666666667;0,396666666666667
2015;"Aquatique";"LUSSVE";"Long";0;0;0;0,136363636363636;0,460227272727273
2016;"Aquatique";"LUSSVE";"Long";0,01;0,1;0,2;0,35;0,485
2017;"Aquatique";"LUSSVE";"Long";0;0;0,333333333333333;0,333333333333333;0,933333333333334
2018;"Aquatique";"LUSSVE";"Long";0;0;0,166666666666667;0,383333333333333;0,4875
2019;"Aquatique";"LUSSVE";"Long";0;0;0;0;0
1996;"STOC-rozo";"LUSSVE";"Long";0;0;0;0;0
1997;"STOC-rozo";"LUSSVE";"Long";0,345;0,45;0,566666666666667;0,683333333333333;0,788333333333333
1998;"STOC-rozo";"LUSSVE";"Long";0;0;0;0;0
1999;"STOC-rozo";"LUSSVE";"Long";0;0;0;0;0
2000;"STOC-rozo";"LUSSVE";"Long";0,0166666666666667;0,166666666666667;0,333333333333333;0,416666666666667;0,491666666666667
2001;"STOC-rozo";"LUSSVE";"Long";0;0;0;0;0
2002;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,5;0,95
2003;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,166666666666667;0,316666666666667
2004;"STOC-rozo";"LUSSVE";"Long";0;0;0;0;0
2006;"STOC-rozo";"LUSSVE";"Long";0,428571428571429;0,428571428571429;0,428571428571429;0,428571428571429;0,428571428571429
2007;"STOC-rozo";"LUSSVE";"Long";0,6;0,6;0,6;0,6;0,6
2008;"STOC-rozo";"LUSSVE";"Long";0;0;0;0;0,45
2009;"STOC-rozo";"LUSSVE";"Long";0;0;0;0;0,45
2010;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,333333333333333;0,95
2011;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,5;0,725
2012;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,1;0,37
2013;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,1;0,455
2014;"STOC-rozo";"LUSSVE";"Long";0,0125;0,125;0,333333333333333;1;1
2015;"STOC-rozo";"LUSSVE";"Long";0;0;0;0;0,225
2016;"STOC-rozo";"LUSSVE";"Long";0,0125;0,125;0,333333333333333;0,5;0,5
2017;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,5;0,933333333333334
2018;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,270833333333333;0,470833333333333
2019;"STOC-rozo";"LUSSVE";"Long";0,288095238095238;0,30952380952381;0,333333333333333;0,416666666666667;0,491666666666667
1997;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2000;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2001;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2002;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2003;"Terrestre";"LUSSVE";"Long";0,00227272727272726;0,0227272727272727;0,0454545454545455;0,0681818181818182;0,0886363636363637
2004;"Terrestre";"LUSSVE";"Long";0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667
2005;"Terrestre";"LUSSVE";"Long";0,5;0,5;0,5;0,5;0,5
2006;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2007;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2008;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2009;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2010;"Terrestre";"LUSSVE";"Long";0;0;0;0,5;0,95
2011;"Terrestre";"LUSSVE";"Long";0;0;0,0714285714285714;0,307142857142857;0,750714285714286
2012;"Terrestre";"LUSSVE";"Long";0,00454545454545455;0,0454545454545455;0,0909090909090909;0,545454545454545;0,954545454545455
2013;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2014;"Terrestre";"LUSSVE";"Long";0;0;0;0,0625;0,23125
2015;"Terrestre";"LUSSVE";"Long";0,00624999999999998;0,0625;0,125;0,1875;0,24375
2016;"Terrestre";"LUSSVE";"Long";0,00624999999999998;0,0625;0,125;0,1875;0,24375
2017;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2011;"Aquatique";"LUSSVECYA";"Long";0;0;0;0;0
2016;"Aquatique";"LUSSVECYA";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2017;"Aquatique";"LUSSVECYA";"Long";0;0;0;0;0
2018;"Aquatique";"LUSSVECYA";"Long";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
2007;"STOC-rozo";"LUSSVECYA";"Long";0;0;0;0;0
2017;"Aquatique";"LUSSVENAM";"Long";0;0;0;0;0
2019;"Aquatique";"LUSSVENAM";"Long";0;0;0;0;0
2003;"STOC-rozo";"LUSSVENAM";"Long";0,0714285714285714;0,0714285714285714;0,0714285714285714;0,0714285714285714;0,0714285714285714
2007;"STOC-rozo";"LUSSVENAM";"Long";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2008;"STOC-rozo";"LUSSVENAM";"Long";0;0;0;0;0
2009;"STOC-rozo";"LUSSVENAM";"Long";0;0;0;0;0
2010;"STOC-rozo";"LUSSVENAM";"Long";0;0;0;0;0
2012;"STOC-rozo";"LUSSVENAM";"Long";0;0;0;0;0
2002;"Terrestre";"LUSSVENAM";"Long";0;0;0;0;0
2007;"Terrestre";"LUSSVENAM";"Long";0;0;0;0;0
2008;"Terrestre";"LUSSVENAM";"Long";0;0;0;0;0
2009;"Terrestre";"LUSSVENAM";"Long";0;0;0;0;0
2010;"Terrestre";"LUSSVENAM";"Long";0;0;0;0;0
2006;"Terrestre";"MERAPI";"Long";0;0;0;0;0
2017;"Aquatique";"MOTFLA";"Long";0;0;0;0;0
2018;"Aquatique";"MOTFLA";"Long";0;0;0;0;0
2002;"STOC-rozo";"MOTFLA";"Long";0;0;0;0;0
2004;"STOC-rozo";"MOTFLA";"Long";0;0;0;0;0
2006;"STOC-rozo";"MOTFLA";"Long";0;0;0;0;0
2007;"STOC-rozo";"MOTFLA";"Long";0;0;0;0;0
2011;"STOC-rozo";"MOTFLA";"Long";0;0;0;0;0
2015;"STOC-rozo";"MOTFLA";"Long";0;0;0;0;0
2016;"STOC-rozo";"MOTFLA";"Long";0;0;0;0;0
2017;"STOC-rozo";"MOTFLA";"Long";0;0;0;0;0
2008;"Terrestre";"MOTFLA";"Long";1;1;1;1;1
2009;"Terrestre";"MOTFLA";"Long";1;1;1;1;1
2010;"Terrestre";"MOTFLA";"Long";1;1;1;1;1
2011;"Terrestre";"MOTFLA";"Long";0;0;0;0;0
2012;"Terrestre";"MOTFLA";"Long";0;0;0;0;0
2013;"Terrestre";"MOTFLA";"Long";0;0;0;0;0
2002;"Terrestre";"MOTFLAAVA";"Long";1;1;1;1;1
2009;"Aquatique";"MUSSTR";"Long";0;0;0;0;0
1996;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2000;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2002;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2003;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2004;"Terrestre";"MUSSTR";"Long";1;1;1;1;1
2005;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2006;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2007;"Terrestre";"MUSSTR";"Long";0,5;0,5;0,5;0,5;0,5
2008;"Terrestre";"MUSSTR";"Long";0;0;0;0,125;0,4625
2010;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2011;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2012;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2013;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2014;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2015;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2016;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2017;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2018;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
2019;"Terrestre";"MUSSTR";"Long";0;0;0;0;0
1992;"Terrestre";"ORIORI";"Long";0;0;0;0;0
1999;"Terrestre";"ORIORI";"Long";0;0;0;0;0
2011;"Terrestre";"ORIORI";"Long";0;0;0;0;0
2014;"Terrestre";"ORIORI";"Long";0;0;0;0;0
2008;"Terrestre";"OTUSCO";"Long";1;1;1;1;1
2009;"Terrestre";"OTUSCO";"Long";0;0;0;0;0
1990;"Terrestre";"PHOPHO";"Long";0,25;0,25;0,25;0,25;0,25
1991;"Terrestre";"PHOPHO";"Long";0;0;0;0;0
1993;"Terrestre";"PHOPHO";"Long";1;1;1;1;1
1999;"Terrestre";"PHOPHO";"Long";0,5;0,5;0,5;0,5;0,5
2000;"Terrestre";"PHOPHO";"Long";0;0;0;0;0
2001;"Terrestre";"PHOPHO";"Long";1;1;1;1;1
2002;"Terrestre";"PHOPHO";"Long";0;0;0;0,25;0,925
2004;"Terrestre";"PHOPHO";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2005;"Terrestre";"PHOPHO";"Long";0;0;0,1;0,275;0,4775
2006;"Terrestre";"PHOPHO";"Long";0;0;0;0,45;0,816428571428572
2007;"Terrestre";"PHOPHO";"Long";0,0214285714285714;0,214285714285714;0,428571428571429;0,464285714285714;0,496428571428571
2008;"Terrestre";"PHOPHO";"Long";0;0;0,166666666666667;0,383333333333333;0,925
2009;"Terrestre";"PHOPHO";"Long";0;0;0,142857142857143;0,314285714285714;0,391428571428571
2010;"Terrestre";"PHOPHO";"Long";0,206315789473684;0,263157894736842;0,5;1;1
2011;"Terrestre";"PHOPHO";"Long";0,0636363636363637;0,636363636363636;0,684210526315789;1;1
2012;"Terrestre";"PHOPHO";"Long";0,5;0,5;0,538461538461538;1;1
2013;"Terrestre";"PHOPHO";"Long";0;0;0,2;0,25;0,539285714285714
2014;"Terrestre";"PHOPHO";"Long";0,33974358974359;0,397435897435897;0,461538461538462;0,480769230769231;0,498076923076923
2015;"Terrestre";"PHOPHO";"Long";0,509375;0,59375;0,6875;0,78125;0,865625
2016;"Terrestre";"PHOPHO";"Long";0,025;0,25;0,5;0,75;0,975
2017;"Terrestre";"PHOPHO";"Long";0,25;0,25;0,25;0,25;0,25
2018;"Terrestre";"PHOPHO";"Long";0,265178571428571;0,401785714285714;0,553571428571429;0,705357142857143;0,841964285714286
2019;"Terrestre";"PHOPHO";"Long";0,01875;0,1875;0,375;0,6875;0,96875
2004;"Terrestre";"PHYBON";"Long";0;0;0;0;0
2005;"Terrestre";"PHYBON";"Long";0;0;0;0,285714285714286;0,478571428571429
2006;"Terrestre";"PHYBON";"Long";0;0;0;0,166666666666667;0,916666666666667
2007;"Terrestre";"PHYBON";"Long";0,40125;0,4125;0,458333333333333;0,625;0,9625
2008;"Terrestre";"PHYBON";"Long";0;0;0;0,25;0,325
2009;"Terrestre";"PHYBON";"Long";0;0;0,125;0,3375;0,57375
2010;"Terrestre";"PHYBON";"Long";0,00166666666666666;0,0166666666666667;0,0333333333333333;0,05;0,065
2011;"Terrestre";"PHYBON";"Long";0,025;0,25;0,333333333333333;0,386363636363636;0,529545454545454
2012;"Terrestre";"PHYBON";"Long";0;0;0,142857142857143;0,285714285714286;0,285714285714286
2013;"Terrestre";"PHYBON";"Long";0,00384615384615385;0,0384615384615385;0,0769230769230769;0,238461538461538;0,383846153846154
2014;"Terrestre";"PHYBON";"Long";0,428968253968254;0,432539682539683;0,436507936507937;0,44047619047619;0,444047619047619
2015;"Terrestre";"PHYBON";"Long";0;0;0,333333333333333;0,694444444444444;0,769444444444444
2016;"Terrestre";"PHYBON";"Long";0;0;0;0;0
2017;"Terrestre";"PHYBON";"Long";0;0;0;0;0
2018;"Terrestre";"PHYBON";"Long";0,22;0,4;0,6;0,8;0,98
2019;"Terrestre";"PHYBON";"Long";0,00357142857142856;0,0357142857142857;0,0714285714285714;0,107142857142857;0,139285714285714
2001;"Aquatique";"PHYLUS";"Long";0;0;0;0;0
2004;"Aquatique";"PHYLUS";"Long";0;0;0;0;0
2006;"Aquatique";"PHYLUS";"Long";0;0;0;0;0
2007;"Aquatique";"PHYLUS";"Long";0,0125;0,125;0,25;0,375;0,4875
2008;"Aquatique";"PHYLUS";"Long";1;1;1;1;1
2011;"Aquatique";"PHYLUS";"Long";0;0;0;0;0
2012;"Aquatique";"PHYLUS";"Long";1;1;1;1;1
2013;"Aquatique";"PHYLUS";"Long";0;0;0;0;0
2014;"Aquatique";"PHYLUS";"Long";0;0;0;0;0
2015;"Aquatique";"PHYLUS";"Long";0;0;0;0,25;0,475
2016;"Aquatique";"PHYLUS";"Long";0,0125;0,125;0,25;0,375;0,4875
2017;"Aquatique";"PHYLUS";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2018;"Aquatique";"PHYLUS";"Long";0;0;0;0;0
2019;"Aquatique";"PHYLUS";"Long";0;0;0;0;0
2006;"STOC-rozo";"PHYLUS";"Long";0,0125;0,125;0,25;0,375;0,4875
2007;"STOC-rozo";"PHYLUS";"Long";0,565217391304348;0,565217391304348;0,565217391304348;0,565217391304348;0,565217391304348
2008;"STOC-rozo";"PHYLUS";"Long";0,75;0,75;0,75;0,75;0,75
2010;"STOC-rozo";"PHYLUS";"Long";0;0;0;0;0
2011;"STOC-rozo";"PHYLUS";"Long";0;0;0;0;0
2012;"STOC-rozo";"PHYLUS";"Long";0;0;0;0;0
2014;"STOC-rozo";"PHYLUS";"Long";0;0;0;0,25;0,475
2015;"STOC-rozo";"PHYLUS";"Long";0;0;0;0;0
2016;"STOC-rozo";"PHYLUS";"Long";0;0;0;0;0
2017;"STOC-rozo";"PHYLUS";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2018;"STOC-rozo";"PHYLUS";"Long";0;0;0;0;0
1989;"Terrestre";"PHYLUS";"Long";0;0;0;0;0
1990;"Terrestre";"PHYLUS";"Long";0;0;0,0769230769230769;0,181318681318681;0,297247023809524
1991;"Terrestre";"PHYLUS";"Long";0;0;0,05;0,161363636363636;0,460227272727273
1992;"Terrestre";"PHYLUS";"Long";0;0;0,2;0,454545454545455;0,495454545454545
1993;"Terrestre";"PHYLUS";"Long";0;0;0;0,0625;0,23125
1994;"Terrestre";"PHYLUS";"Long";0;0;0;0,166666666666667;0,316666666666667
1995;"Terrestre";"PHYLUS";"Long";0;0;0;0,25;0,925
1996;"Terrestre";"PHYLUS";"Long";0;0;0;0;0
1997;"Terrestre";"PHYLUS";"Long";0;0;0;0;0
1998;"Terrestre";"PHYLUS";"Long";0;0;0;0;0
1999;"Terrestre";"PHYLUS";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2000;"Terrestre";"PHYLUS";"Long";0;0;0,1;0,25;0,385
2001;"Terrestre";"PHYLUS";"Long";0;0;0;0;0
2002;"Terrestre";"PHYLUS";"Long";0;0;0;0;0
2003;"Terrestre";"PHYLUS";"Long";0;0;0;0,05;0,185
2004;"Terrestre";"PHYLUS";"Long";0;0;0;0,25;1
2005;"Terrestre";"PHYLUS";"Long";0;0;0;0,2;0,307023411371237
2006;"Terrestre";"PHYLUS";"Long";0;0;0;0,285714285714286;0,58448275862069
2007;"Terrestre";"PHYLUS";"Long";0;0;0;0,0833333333333333;0,7
2008;"Terrestre";"PHYLUS";"Long";0;0;0;0;0,35
2009;"Terrestre";"PHYLUS";"Long";0;0;0;0,184440559440559;0,5
2010;"Terrestre";"PHYLUS";"Long";0;0;0;0;0,170454545454545
2011;"Terrestre";"PHYLUS";"Long";0;0;0;0,146306818181818;0,342083333333333
2012;"Terrestre";"PHYLUS";"Long";0;0;0;0,5;1
2013;"Terrestre";"PHYLUS";"Long";0;0;0;0,116666666666667;0,475
2014;"Terrestre";"PHYLUS";"Long";0;0;0,09375;0,2375;0,451785714285714
2015;"Terrestre";"PHYLUS";"Long";0;0;0;0,461538461538462;0,658
2016;"Terrestre";"PHYLUS";"Long";0;0;0;0;0,195
2017;"Terrestre";"PHYLUS";"Long";0;0;0;0;0,2675
2018;"Terrestre";"PHYLUS";"Long";0;0;0;0;0,8625
2019;"Terrestre";"PHYLUS";"Long";0;0;0;0,1875;0,48125
1990;"Terrestre";"PHYSIB";"Long";0;0;0;0;0
2005;"Terrestre";"PHYSIB";"Long";0;0;0;0;0
2007;"Terrestre";"PHYSIB";"Long";0;0;0;0;0
2014;"Terrestre";"PHYSIB";"Long";0;0;0;0;0
1999;"Terrestre";"REMPEN";"Long";0;0;0;0;0
2010;"Aquatique";"RIPRIP";"Long";0;0;0;0;0
2018;"STOC-rozo";"RIPRIP";"Long";1;1;1;1;1
2019;"STOC-rozo";"SAXRUB";"Long";0;0;0;0;0
2016;"Terrestre";"SAXRUB";"Long";0;0;0;0;0
2018;"Terrestre";"SAXRUB";"Long";0;0;0;0;0
2004;"Terrestre";"STRTUR";"Long";0;0;0;0;0
2006;"Terrestre";"STRTUR";"Long";0;0;0;0;0
2008;"Terrestre";"STRTUR";"Long";0;0;0;0;0
2009;"Terrestre";"STRTUR";"Long";0;0;0;0;0
2012;"Terrestre";"STRTUR";"Long";0;0;0;0;0
2015;"Terrestre";"STRTUR";"Long";0;0;0;0;0
